"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2013,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC","San Joaquin River","Agriculture",201.1
2013,"Applied Water Use","AWUIFR","San Joaquin River","Instream Flow Requirements",569.2
2013,"Depletion","DEPIFR","San Joaquin River","Instream Flow Requirements",0
2013,"Applied Water","IFR1","San Joaquin River","Instream Flow Requirements",569.2
2013,"Reuse of Return Flows within DAUCO","IFR2","San Joaquin River","Instream Flow Requirements",401.9
2013,"Return Flow to Salt Sink","IFR3A","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow to Oregon - Mexico - Nevada","IFR3B","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow for Delta Outflow","IFR3C","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow to Developed Supply (Other PA)","IFR4B","San Joaquin River","Instream Flow Requirements",115.4
2013,"Return Flow to Developed Supply (Other Region)","IFR4C","San Joaquin River","Instream Flow Requirements",51.9
2013,"Net Water Use (Applied Water - Reuse)","NW1IFR","San Joaquin River","Instream Flow Requirements",51.9
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR","San Joaquin River","Instream Flow Requirements",51.9
2013,"Applied Water Use","AWUMW","San Joaquin River","Managed Wetlands",533.7
2013,"Conveyance Applied Water Use","AWUMWC","San Joaquin River","Managed Wetlands",0.1
2013,"Depletion","DEPMW","San Joaquin River","Managed Wetlands",251.8
2013,"Conveyance Depletion","DEPMWC","San Joaquin River","Managed Wetlands",0.1
2013,"Applied Water","MW1","San Joaquin River","Managed Wetlands",533.7
2013,"Return Flows Evaporation and Evapotranspiration","MW10","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Evaporation and ETAW","MW15","San Joaquin River","Managed Wetlands",0.1
2013,"Conveyance Return Flow to Oregon","MW16A","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow to Nevada","MW16B","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow to Mexico","MW16C","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Deep Percolation to Oregon","MW16D","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Deep Percolation to Nevada","MW16E","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Deep Percolation to Mexico","MW16F","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flows to Salt Sink","MW17A","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow for Delta Outflow","MW17B","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Seepage","MW19","San Joaquin River","Managed Wetlands",0
2013,"Evapotranspiration of Applied Water","MW2","San Joaquin River","Managed Wetlands",251.8
2013,"Conveyance Deep Percolation","MW20","San Joaquin River","Managed Wetlands",0
2013,"Conveyance Deep Percolation to Salt Sink","MW21","San Joaquin River","Managed Wetlands",0
2013,"Deep Percolation of Applied Water","MW3","San Joaquin River","Managed Wetlands",4
2013,"Deep Percolation of Applied Water to Salt Sink","MW4","San Joaquin River","Managed Wetlands",0
2013,"Deep Percolation of Groundwater Recharge","MW5","San Joaquin River","Managed Wetlands",0
2013,"Reuse of Return Flows within DAUCO","MW6","San Joaquin River","Managed Wetlands",0.4
2013,"Return Flow to Oregon","MW7A","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Nevada","MW7B","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Mexico","MW7C","San Joaquin River","Managed Wetlands",0
2013,"Deep Percolation to Oregon","MW7D","San Joaquin River","Managed Wetlands",0
2013,"Deep Percolation to Nevada","MW7E","San Joaquin River","Managed Wetlands",0
2013,"Deep Percolation to Mexico","MW7F","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Salt Sink","MW8A","San Joaquin River","Managed Wetlands",0
2013,"Return Flow for Delta Outflow","MW8B","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Developed Supply (Other PA)","MW9B","San Joaquin River","Managed Wetlands",233.2
2013,"Return Flow to Developed Supply (Other Region)","MW9C","San Joaquin River","Managed Wetlands",44.3
2013,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D","San Joaquin River","Managed Wetlands",0
2013,"Net Water Use (Applied Water - Reuse)","NW1MW","San Joaquin River","Managed Wetlands",296.1
2013,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC","San Joaquin River","Managed Wetlands",0.1
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW","San Joaquin River","Managed Wetlands",296.1
2013,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC","San Joaquin River","Managed Wetlands",0.1
2013,"Applied Water Use","AWURDO","San Joaquin River","Required Delta Outflow",0
2013,"Depletion","DEPRDO","San Joaquin River","Required Delta Outflow",0
2013,"Net Water Use (Applied Water - Reuse)","NW1RDO","San Joaquin River","Required Delta Outflow",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","San Joaquin River","Required Delta Outflow",0
2013,"Applied Water","RDO1","San Joaquin River","Required Delta Outflow",0
2013,"Return Flow for Delta Outflow","RDO2","San Joaquin River","Required Delta Outflow",0
2013,"Applied Water Use","AWUURB","San Joaquin River","Urban",589.3
2013,"Conveyance Applied Water Use","AWUURBC","San Joaquin River","Urban",46.1
2013,"Depletion","DEPURB","San Joaquin River","Urban",228
2013,"Conveyance Depletion","DEPURBC","San Joaquin River","Urban",21.6
2013,"Net Water Use (Applied Water - Reuse)","NW1URB","San Joaquin River","Urban",314.6
2013,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","San Joaquin River","Urban",21.6
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","San Joaquin River","Urban",314.6
2013,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","San Joaquin River","Urban",21.6
2013,"Applied Water - Residential - Single Family Interior","URB1","San Joaquin River","Urban",130.9
2013,"Evapotranspiration of Applied Water","URB10","San Joaquin River","Urban",149.1
2013,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","San Joaquin River","Urban",0
2013,"Deep Percolation of Applied Water","URB12","San Joaquin River","Urban",230.9
2013,"Deep Percolation of Applied Water to Salt Sink","URB13","San Joaquin River","Urban",32
2013,"Deep Percolation of Groundwater Recharge","URB14","San Joaquin River","Urban",0
2013,"Reuse of Return Flows within DAUCO","URB15A","San Joaquin River","Urban",30.8
2013,"Urban - Wastewater Recycling","URB15B","San Joaquin River","Urban",3.9
2013,"Urban - Desalination","URB15C","San Joaquin River","Urban",0
2013,"Evaporation and Evapotranspiration of Wastewater","URB16","San Joaquin River","Urban",29.1
2013,"Return Flow to Oregon","URB17A","San Joaquin River","Urban",0
2013,"Return Flow to Nevada","URB17B","San Joaquin River","Urban",0
2013,"Return Flow to Mexico","URB17C","San Joaquin River","Urban",0
2013,"Deep Percolation to Oregon","URB17D","San Joaquin River","Urban",0
2013,"Deep Percolation to Nevada","URB17E","San Joaquin River","Urban",0
2013,"Deep Percolation to Mexico","URB17F","San Joaquin River","Urban",0
2013,"Return Flow to Salt Sink","URB18A","San Joaquin River","Urban",0
2013,"Return Flow for Delta Outflow","URB18B","San Joaquin River","Urban",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","San Joaquin River","Urban",4.2
2013,"Return Flow to Developed Supply (Other PA)","URB19B","San Joaquin River","Urban",4.9
2013,"Return Flow to Developed Supply (Other Region)","URB19C","San Joaquin River","Urban",86.6
2013,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","San Joaquin River","Urban",0
2013,"Applied Water - Residential - Single Family Exterior","URB2","San Joaquin River","Urban",159.6
2013,"Return Flows Evaporation and Evapotranspiration","URB20","San Joaquin River","Urban",17.8
2013,"Conveyance Evaporation and ETAW","URB25","San Joaquin River","Urban",19.1
2013,"Conveyance Return Flow to Oregon","URB26A","San Joaquin River","Urban",0
2013,"Conveyance Return Flow to Nevada","URB26B","San Joaquin River","Urban",0
2013,"Conveyance Return Flow to Mexico","URB26C","San Joaquin River","Urban",0
2013,"Conveyance Deep Percolation to Oregon","URB26D","San Joaquin River","Urban",0
2013,"Conveyance Deep Percolation to Nevada","URB26E","San Joaquin River","Urban",0
2013,"Conveyance Deep Percolation to Mexico","URB26F","San Joaquin River","Urban",0
2013,"Conveyance Return Flows to Salt Sink","URB27A","San Joaquin River","Urban",0
2013,"Conveyance Return Flow for Delta Outflow","URB27B","San Joaquin River","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","San Joaquin River","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","San Joaquin River","Urban",0.1
2013,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","San Joaquin River","Urban",0
2013,"Conveyance Seepage","URB29","San Joaquin River","Urban",6.1
2013,"Applied Water - Residential - Multi Family Interior","URB3","San Joaquin River","Urban",65.9
2013,"Conveyance Deep Percolation","URB30","San Joaquin River","Urban",18.3
2013,"Conveyance Deep Percolation to Salt Sink","URB31","San Joaquin River","Urban",2.5
2013,"Applied Water - Residential - Multi Family Exterior","URB4","San Joaquin River","Urban",37.2
2013,"Applied Water - Commercial Use","URB5","San Joaquin River","Urban",64.3
2013,"Applied Water - Industrial Use","URB6","San Joaquin River","Urban",86.2
2013,"Applied Water - Urban Large Landscape","URB7","San Joaquin River","Urban",39.5
2013,"Applied Water - Energy Production","URB8","San Joaquin River","Urban",4.8
2013,"Applied Water - Groundwater","URB9","San Joaquin River","Urban",0.9
2013,"Applied Water Use","AWUWSR","San Joaquin River","Wild and Scenic River",1092.1
2013,"Depletion","DEPWSR","San Joaquin River","Wild and Scenic River",0
2013,"Net Water Use (Applied Water - Reuse)","NW1WSR","San Joaquin River","Wild and Scenic River",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","San Joaquin River","Wild and Scenic River",0
2013,"Applied Water","WSR1","San Joaquin River","Wild and Scenic River",1092.1
2013,"Reuse of Return Flows within DAUCO","WSR2","San Joaquin River","Wild and Scenic River",407.2
2013,"Return Flow to Salt Sink","WSR3A","San Joaquin River","Wild and Scenic River",0
2013,"Return Flow to Oregon - Mexico - Nevada","WSR3B","San Joaquin River","Wild and Scenic River",0
2013,"Return Flow for Delta Outflow","WSR3C","San Joaquin River","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","San Joaquin River","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other PA)","WSR4B","San Joaquin River","Wild and Scenic River",684.9
2013,"Return Flow to Developed Supply (Other Region)","WSR4C","San Joaquin River","Wild and Scenic River",0
2013,"Applied Water","AG1","South Coast","Agriculture",972.9
2013,"Return Flow to Salt Sink","AG10A","South Coast","Agriculture",152.7
2013,"Return Flow for Delta Outflow","AG10B","South Coast","Agriculture",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A","South Coast","Agriculture",10.2
2013,"Return Flow to Developed Supply (Other PA)","AG11B","South Coast","Agriculture",0
2013,"Return Flow to Developed Supply (Other Region)","AG11C","South Coast","Agriculture",0
2013,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D","South Coast","Agriculture",0
2013,"Return Flows Evaporation and Evapotranspiration","AG12","South Coast","Agriculture",0
2013,"Conveyance Evaporation and ETAW","AG17","South Coast","Agriculture",12.5
2013,"Conveyance Return Flow to Oregon","AG18A","South Coast","Agriculture",0
2013,"Conveyance Return Flow to Nevada","AG18B","South Coast","Agriculture",0
2013,"Conveyance Return Flow to Mexico","AG18C","South Coast","Agriculture",0
2013,"Conveyance Deep Percolation to Oregon","AG18D","South Coast","Agriculture",0
2013,"Conveyance Deep Percolation to Nevada","AG18E","South Coast","Agriculture",0
2013,"Conveyance Deep Percolation to Mexico","AG18F","South Coast","Agriculture",0
2013,"Conveyance Return Flows to Salt Sink","AG19A","South Coast","Agriculture",0
2013,"Conveyance Return Flow for Delta Outflow","AG19B","South Coast","Agriculture",0
2013,"Applied Water - Groundwater Recharge","AG2","South Coast","Agriculture",0
2013,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A","South Coast","Agriculture",0
2013,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B","South Coast","Agriculture",0
2013,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C","South Coast","Agriculture",0
2013,"Conveyance Seepage","AG21","South Coast","Agriculture",0
2013,"Conveyance Deep Percolation","AG22","South Coast","Agriculture",0
2013,"Conveyance Deep Percolation to Salt Sink","AG23","South Coast","Agriculture",0
2013,"Evapotranspiration of Applied Water","AG3","South Coast","Agriculture",691.1
2013,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4","South Coast","Agriculture",0
2013,"Deep Percolation of Applied Water","AG5","South Coast","Agriculture",118.4
2013,"Deep Percolation of Applied Water to Salt Sink","AG6","South Coast","Agriculture",0
2013,"Deep Percolation of Groundwater Recharge","AG7","South Coast","Agriculture",0
2013,"Reuse of Return Flows within DAUCO","AG8","South Coast","Agriculture",0
2013,"Return Flow to Oregon","AG9A","South Coast","Agriculture",0
2013,"Return Flow to Nevada","AG9B","South Coast","Agriculture",0
2013,"Return Flow to Mexico","AG9C","South Coast","Agriculture",0
2013,"Deep Percolation to Oregon","AG9D","South Coast","Agriculture",0
2013,"Deep Percolation to Nevada","AG9E","South Coast","Agriculture",0
2013,"Deep Percolation to Mexico","AG9F","South Coast","Agriculture",0
2013,"Applied Water Use","AWUAG","South Coast","Agriculture",972.9
2013,"Conveyance Applied Water Use","AWUAGC","South Coast","Agriculture",12.5
2013,"Depletion","DEPAG","South Coast","Agriculture",843.8
2013,"Conveyance Depletion","DEPAGC","South Coast","Agriculture",12.5
2013,"Net Water Use (Applied Water - Reuse)","NW1AG","South Coast","Agriculture",844.3
2013,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC","South Coast","Agriculture",12.5
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG","South Coast","Agriculture",843.8
2013,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC","South Coast","Agriculture",12.5
2013,"Applied Water Use","AWUIFR","South Coast","Instream Flow Requirements",5.8
2013,"Depletion","DEPIFR","South Coast","Instream Flow Requirements",0
2013,"Applied Water","IFR1","South Coast","Instream Flow Requirements",5.8
2013,"Reuse of Return Flows within DAUCO","IFR2","South Coast","Instream Flow Requirements",5.8
2013,"Return Flow to Salt Sink","IFR3A","South Coast","Instream Flow Requirements",0
2013,"Return Flow to Oregon - Mexico - Nevada","IFR3B","South Coast","Instream Flow Requirements",0
2013,"Return Flow for Delta Outflow","IFR3C","South Coast","Instream Flow Requirements",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A","South Coast","Instream Flow Requirements",0
2013,"Return Flow to Developed Supply (Other PA)","IFR4B","South Coast","Instream Flow Requirements",0
2013,"Return Flow to Developed Supply (Other Region)","IFR4C","South Coast","Instream Flow Requirements",0
2013,"Net Water Use (Applied Water - Reuse)","NW1IFR","South Coast","Instream Flow Requirements",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR","South Coast","Instream Flow Requirements",0
2013,"Applied Water Use","AWUMW","South Coast","Managed Wetlands",31.7
2013,"Conveyance Applied Water Use","AWUMWC","South Coast","Managed Wetlands",0
2013,"Depletion","DEPMW","South Coast","Managed Wetlands",31.7
2013,"Conveyance Depletion","DEPMWC","South Coast","Managed Wetlands",0
2013,"Applied Water","MW1","South Coast","Managed Wetlands",31.7
