WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
MTwr_WS190,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF BIG RAMME CREEK",WaDEMT_WS190,Groundwater
MTwr_WS191,,,Fresh,UNNAMED TRIBUTARY OF DEVILS CANYON CREEK,WaDEMT_WS191,Surface Water
MTwr_WS192,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF WOOD GULCH",WaDEMT_WS192,Groundwater
MTwr_WS193,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SNOW CREEK",WaDEMT_WS193,Groundwater
MTwr_WS194,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF MAVERICK GULCH",WaDEMT_WS194,Groundwater
MTwr_WS195,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF FOSTER DRAW",WaDEMT_WS195,Groundwater
MTwr_WS196,,,Fresh,MAVERICK GULCH,WaDEMT_WS196,Surface Water
MTwr_WS197,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF DEVILS CANYON CREEK",WaDEMT_WS197,Groundwater
MTwr_WS198,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF LAMPKIN GULCH",WaDEMT_WS198,Groundwater
MTwr_WS199,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SPRING CREEK",WaDEMT_WS199,Surface Water
MTwr_WS200,,,Fresh,UNNAMED TRIBUTARY OF WOOD GULCH,WaDEMT_WS200,Surface Water
MTwr_WS201,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF HALBERT GULCH",WaDEMT_WS201,Groundwater
MTwr_WS202,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SNOW CREEK",WaDEMT_WS202,Surface Water
MTwr_WS203,,,Fresh,"UNNAMED TRIBUTARY OF BOXELDER CREEK, WEST FORK",WaDEMT_WS203,Surface Water
MTwr_WS204,,,Fresh,UNNAMED TRIBUTARY OF SHAW CREEK,WaDEMT_WS204,Surface Water
MTwr_WS205,,,Fresh,UNNAMED TRIBUTARY OF SOFT WATER DRAW,WaDEMT_WS205,Surface Water
MTwr_WS206,,,Fresh,"DEAD BOY CREEK, NORTH FORK",WaDEMT_WS206,Surface Water
MTwr_WS207,,,Fresh,"CORRAL CREEK, NORTH FORK",WaDEMT_WS207,Surface Water
MTwr_WS208,,,Fresh,"UNNAMED TRIBUTARY OF CORRAL CREEK, NORTH FORK",WaDEMT_WS208,Surface Water
MTwr_WS209,,,Fresh,LOME CREEK,WaDEMT_WS209,Surface Water
MTwr_WS210,,,Fresh,"UNNAMED TRIBUTARY OF WHITETAIL CREEK, MIDDLE FORK",WaDEMT_WS210,Surface Water
MTwr_WS211,,,Fresh,"UNNAMED TRIBUTARY OF T L CREEK, WEST FORK",WaDEMT_WS211,Surface Water
MTwr_WS212,,,Fresh,"T L CREEK, EAST FORK",WaDEMT_WS212,Surface Water
MTwr_WS213,,,Fresh,"T L CREEK, WEST FORK",WaDEMT_WS213,Surface Water
MTwr_WS214,,,Fresh,T L CREEK,WaDEMT_WS214,Surface Water
MTwr_WS215,,,Fresh,"UNNAMED TRIBUTARY OF GROAT CREEK, EAST FORK",WaDEMT_WS215,Surface Water
MTwr_WS216,,,Fresh,UNNAMED TRIBUTARY OF CAMP CREEK,WaDEMT_WS216,Surface Water
MTwr_WS217,,,Fresh,"UNNAMED TRIBUTARY OF COAL BANK CREEK, NORTH FORK",WaDEMT_WS217,Surface Water
MTwr_WS218,,,Fresh,SCHOOL SECTION CREEK,WaDEMT_WS218,Surface Water
MTwr_WS219,,,Fresh,UNNAMED TRIBUTARY OF HORSETRACK DRAW CREEK,WaDEMT_WS219,Surface Water
MTwr_WS220,,,Fresh,NORTH THOMPSON CREEK,WaDEMT_WS220,Surface Water
MTwr_WS221,,,Fresh,UNNAMED TRIBUTARY OF DEADMAN CREEK,WaDEMT_WS221,Surface Water
MTwr_WS222,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF MIDDLE FORK WILLOW CREEK",WaDEMT_WS222,Groundwater
MTwr_WS223,,,Fresh,DEADMAN CREEK,WaDEMT_WS223,Surface Water
MTwr_WS224,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF MIDDLE FORK WILLOW CREEK,WaDEMT_WS224,Surface Water
MTwr_WS225,,,Fresh,"WILLOW CREEK, MIDDLE FORK",WaDEMT_WS225,Surface Water
MTwr_WS226,,,Fresh,"WILLOW CREEK, SOUTH FORK",WaDEMT_WS226,Surface Water
MTwr_WS227,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF SOUTH FORK WILLOW CREEK",WaDEMT_WS227,Groundwater
MTwr_WS228,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF SOUTH FORK WILLOW CREEK,WaDEMT_WS228,Surface Water
MTwr_WS229,,,Fresh,UNNAMED TRIBUTARY OF NORTH THOMPSON CREEK,WaDEMT_WS229,Surface Water
MTwr_WS230,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF NORTH THOMPSON CREEK",WaDEMT_WS230,Groundwater
MTwr_WS231,,,Fresh,UNNAMED TRIBUTARY OF THOMPSON CREEK,WaDEMT_WS231,Surface Water
MTwr_WS232,,,Fresh,ZIMMERMAN DRAW,WaDEMT_WS232,Surface Water
MTwr_WS233,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF NORTH FORK WILLOW CREEK,WaDEMT_WS233,Surface Water
