,WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
3221,,,BROWER SPRING,GROUND WATER,Fresh,,
3222,,,DAIRY UNIT 2 POND NO 109,GROUND WATER,Fresh,,
3223,,,SOUTH KING SPRING,GROUND WATER,Fresh,,
3224,,,MIDDLE MILLER SPRING,GROUND WATER,Fresh,,
3225,,,MILLER SPRING,GROUND WATER,Fresh,,
3226,,,MC NEEL SPRING NO 2,GROUND WATER,Fresh,,
3227,,,LOWER MILLER SPRING,GROUND WATER,Fresh,,
3228,,,NEWSWANDER SPRING,GROUND WATER,Fresh,,
3229,,,KING CREEK SPRING,GROUND WATER,Fresh,,
3230,,,MILLER CREEK SPRING,GROUND WATER,Fresh,,
3231,,,FLY SPRING,GROUND WATER,Fresh,,
3232,,,BURNS CREEK POND NO 102,GROUND WATER,Fresh,,
3233,,,BURNS CREEK POND NO 103,GROUND WATER,Fresh,,
3234,,,BURNS CREEK POND NO 104,GROUND WATER,Fresh,,
3235,,,BURNS CREEK POND NO 105,GROUND WATER,Fresh,,
3236,,,DAIRY UNIT 2 POND NO 110,GROUND WATER,Fresh,,
3237,,,DAIRY UNIT 2 POND NO 111,GROUND WATER,Fresh,,
3238,,,DAIRY UNIT 1 POND NO 112,GROUND WATER,Fresh,,
3239,,,DAIRY UNIT 1 POND NO 113,GROUND WATER,Fresh,,
3240,,,DARIY UNIT 2 POND NO 114,GROUND WATER,Fresh,,
3241,,,MC NEEL CREEK SPRING,WARM CREEK,Fresh,,
3242,,,BURNS CREEK SPRING,GROUND WATER,Fresh,,
3243,,,MIDDLE BURNS SPRING,GROUND WATER,Fresh,,
3244,,,NORTH POINT SPRING,GROUND WATER,Fresh,,
3245,,,ELK WALLOW SPRING,GROUND WATER,Fresh,,
3246,,,HILL SPRING,WASTE WATER,Fresh,,
3247,,,MEADE BASIN SPRING,SPRINGS,Fresh,,
3248,,,OE SPRING,GROUND WATER,Fresh,,
3249,,,GENES SPRING,SPRINGS,Fresh,,
3250,,,WARM CREEK SPRING,SPRINGS,Fresh,,
3251,,,WALTS SPRING,GROUND WATER,Fresh,,
3252,,,MC FARLAND SPRING,GROUND WATER,Fresh,,
3253,,,DALE CREEK,GROUND WATER,Fresh,,
3254,,,TERRACE SPRINGS,DEVILS CORRAL SPRINGS,Fresh,,
3255,,,ROBERTS CREEK,GROUND WATER,Fresh,,
3256,,,BARBER SPRING,GROUND WATER,Fresh,,
3257,,,SMOKY CANYON SPRING,BIG WOOD RIVER,Fresh,,
3258,,,HOUTZ SPRING,GROUND WATER,Fresh,,
3259,,,NORTH TINCUP SPRING,SPRINGS,Fresh,,
3260,,,BRADFORD SPRING,SPRINGS,Fresh,,
3261,,,GREYHOUND PASS SPRING,WEST FORK CORRAL CREEK,Fresh,,
3262,,,NATE CANYON CREEK,WEST FORK CORRAL CREEK,Fresh,,
3263,,,GREEN BASIN SPRING,GROUND WATER,Fresh,,
3264,,,LITTLE BASIN SPRING,SPRING,Fresh,,
3265,,,PANTHER SPRING,BIG WOOD RIVER,Fresh,,
3266,,,RED MOUNTAIN SPRING,SPRING,Fresh,,
3267,,,BOOKS SPRING,BIG WOOD RIVER,Fresh,,
3268,,,RACHEL SPRING,BIG WOOD RIVER,Fresh,,
3269,,,JOYCE SPRING,BIG WOOD RIVER,Fresh,,
3270,,,EMIGRANT CREEK,BIG WOOD RIVER,Fresh,,
3271,,,OXBOW SLOUGH,BIG WOOD RIVER,Fresh,,
3272,,,LOWDER SLOUGH,BIG WOOD RIVER,Fresh,,
3273,,,HAYSHED CREEK,BIG WOOD RIVER,Fresh,,
3274,,,WILLOW SPRINGS,BIG WOOD RIVER,Fresh,,
3275,,,DOG TOOTH SPRINGS,GROUND WATER,Fresh,,
3276,,,INDIAN FORK,SPRING,Fresh,,
3277,,,WHEELER SPRING,BRUSH CREEK,Fresh,,
3278,,,DRY HOLLOW CREEK,GROUND WATER,Fresh,,
3279,,,RESERVOIR CANYON CREEK,GROUND WATER,Fresh,,
3280,,,CARLISLE CREEK SPRING,GROUND WATER,Fresh,,
3281,,,TEX CREEK SPRING,GROUND WATER,Fresh,,
3282,,,UPPER LAVA CREEK SPRING,GROUND WATER,Fresh,,
3283,,,CORRAL CREEK SPRING,GROUND WATER,Fresh,,
3284,,,PETERSON SPRING,GROUND WATER,Fresh,,
3285,,,PHONE SPRING,CHIMNEY CREEK,Fresh,,
3286,,,BEAVERTAIL POINT SPRING,CHIMNEY CREEK,Fresh,,
3287,,,MARIE CREEK,WEST FORK CORRAL CREEK,Fresh,,
3288,,,JUNE CREEK POND NO 91,WEST FORK CORRAL CREEK,Fresh,,
3289,,,JUNE CREEK POND NO 92,EAST FORK CORRAL CREEK,Fresh,,
3290,,,JUNE CREEK POND NO 94,GROUND WATER,Fresh,,
3291,,,GIBSON CREEK POND NO 98,GROUND WATER,Fresh,,
3292,,,WILDCAT SPRING,GROUND WATER,Fresh,,
3293,,,RIGHT CREEK SPRING,GROUND WATER,Fresh,,
3294,,,MEADOW SPRING,GROUND WATER,Fresh,,
3295,,,UNNAMED POND,GROUND WATER,Fresh,,
3296,,,CARTER CREEK,GROUND WATER,Fresh,,
3297,,,GROUSE HOLLOW SPRING,GROUND WATER,Fresh,,
3298,,,CARLSON SPRING,UNNAMED STREAM,Fresh,,
3299,,,RED WILLOW SPRING,SILVER CREEK,Fresh,,
3300,,,WAYAN CREEK,SILVER CREEK,Fresh,,
3301,,,JONS SPRING,UNNAMED STREAM,Fresh,,
3302,,,ANNES SPRING,EAST FORK CORRAL CREEK,Fresh,,
3303,,,MOONSHINE SPRING,DEMOCRAT GULCH CREEK,Fresh,,
3304,,,MC GILL DITCH,BIG WOOD RIVER,Fresh,,
3305,,,BRUSH CREEK SPRING,BIG WOOD RIVER,Fresh,,
3306,,,DAIRY SPRING,SILVER CREEK,Fresh,,
3307,,,ROSIE SPRING,GROUND WATER,Fresh,,
3308,,,HANSEN BIG SPRING,GROUND WATER,Fresh,,
3309,,,TROUGH SPRINGS,SPRINGS,Fresh,,
3310,,,SOUTH 160 SPRINGS,CASSIA CREEK,Fresh,,
3311,,,HILLSIDE SPRING,SPRINGS,Fresh,,
3312,,,LONE PINE SPRING,CASSIA CREEK,Fresh,,
3313,,,HORSESHOE SPRING,GROUND WATER,Fresh,,
3314,,,GOODHEART SPRING,GROUND WATER,Fresh,,
3315,,,JOHNSON SPRING,CASSIA CREEK,Fresh,,
3316,,,CHICKEN SPRING,CASSIA CREEK,Fresh,,
3317,,,JUNCTION SPRING,GROUND WATER,Fresh,,
3318,,,HESS SPRING,CASSIA CREEK,Fresh,,
3319,,,MILL CANYON SPRING,CASSIA CREEK,Fresh,,
3320,,,TENDOY SPRING,GROUND WATER,Fresh,,
3321,,,PETERSON CANYON CREEK,GROUND WATER,Fresh,,
3322,,,BELL SPRING,CASSIA CREEK,Fresh,,
3323,,,BURCHUERTT SPRING,SUMMIT CREEK,Fresh,,
3324,,,CLAUDS CREEK,CASSIA CREEK,Fresh,,
3325,,,GEMMETT CREEK,GROUND WATER,Fresh,,
3326,,,DAIRY SPRINGS,GROUND WATER,Fresh,,
3327,,,CUT OFF CANYON CREEK,GROUND WATER,Fresh,,
3328,,,CARSON SPRING,GROUND WATER,Fresh,,
3329,,,COX SPRING,GROUND WATER,Fresh,,
3330,,,MIDNIGHT SPRING,GROUND WATER,Fresh,,
3331,,,GASTON BEATTY SPRING,GROUND WATER,Fresh,,
3332,,,TWITCHELL LAKE SPRING,GROUND WATER,Fresh,,
3333,,,TEN MILE SPRING,GROUND WATER,Fresh,,
3334,,,WEST FORK SPRING,GROUND WATER,Fresh,,
3335,,,WAYLETT SPRING,GROUND WATER,Fresh,,
3336,,,SLIDE SPRING,GROUND WATER,Fresh,,
3337,,,CAPELL SPRING,GROUND WATER,Fresh,,
3338,,,ROWLEY CREEK,GROUND WATER,Fresh,,
3339,,,BEDFORD SPRING,GROUND WATER,Fresh,,
3340,,,EAST TOPONCE HILLS SPRING 2,GROUND WATER,Fresh,,
3341,,,EAST TOPONCE HILLS SPRING 1,GROUND WATER,Fresh,,
3342,,,LOWER MINES SPRING,GROUND WATER,Fresh,,
3343,,,PINE HOLLOW RIDGE EAST SPRING,GROUND WATER,Fresh,,
3344,,,PINE HOLLOW SPRING,GROUND WATER,Fresh,,
3345,,,BEAR CAMP SPRING,GROUND WATER,Fresh,,
3346,,,WOOD ROAD SPRING NO 2,GROUND WATER,Fresh,,
3347,,,GROUSE HUNTER SPRING,GROUND WATER,Fresh,,
3348,,,GRADER GULCH SPRING,GROUND WATER,Fresh,,
3349,,,PEBBLE BENCH SPRING,GROUND WATER,Fresh,,
3350,,,REED CANYON NORTHEAST SPRING,GROUND WATER,Fresh,,
3351,,,THREE ELK POND,GROUND WATER,Fresh,,
3352,,,SECTION 19 POND,GROUND WATER,Fresh,,
3353,,,EAST PEBBLE BENCH SPRING,GROUND WATER,Fresh,,
3354,,,BREAKDOWN SPRING,GROUND WATER,Fresh,,
3355,,,EAST PEBBLE HILL SPRING NO 1,GROUND WATER,Fresh,,
3356,,,FARM POND,GROUND WATER,Fresh,,
3357,,,DEER FLAT POND,GROUND WATER,Fresh,,
3358,,,OVERLOOK POINT SPRING,GROUND WATER,Fresh,,
3359,,,FILBERT SPRING,GROUND WATER,Fresh,,
3360,,,COTTREL SPRING,GROUND WATER,Fresh,,
3361,,,HEBR OLSEN SPRING,GROUND WATER,Fresh,,
3362,,,SHRIVES SPRING,GROUND WATER,Fresh,,
3363,,,NORTH CANYON FLAT SPRING,GROUND WATER,Fresh,,
3364,,,BUCK SPRING,GROUND WATER,Fresh,,
3365,,,TOMS CANYON SPRING,GROUND WATER,Fresh,,
3366,,,CURLY JACK SPRING,GROUND WATER,Fresh,,
3367,,,LOWER ASPEN HOLLOW SPRING,GROUND WATER,Fresh,,
3368,,,BENS SPRING,GROUND WATER,Fresh,,
3369,,,WAKLEY SPRING,GROUND WATER,Fresh,,
3370,,,HART SPRING,GROUND WATER,Fresh,,
3371,,,BIG CREEK SPRING,GROUND WATER,Fresh,,
3372,,,MINES CANYON CREEK,GROUND WATER,Fresh,,
3373,,,FORT HALL SPRING,GROUND WATER,Fresh,,
3374,,,CITY CREEK SPRING,GROUND WATER,Fresh,,
3375,,,OUTLAW SPRING,GROUND WATER,Fresh,,
3376,,,HORSE LAKE SPRING,GROUND WATER,Fresh,,
3377,,,ELK MEADOWS SPRING,GROUND WATER,Fresh,,
3378,,,RED CLAY POND,GROUND WATER,Fresh,,
3379,,,DEAD COW SPRING,GROUND WATER,Fresh,,
3380,,,MONUMENT GULCH SPRING,GROUND WATER,Fresh,,
3381,,,POLE SPRINGS,GROUND WATER,Fresh,,
3382,,,CCC PASTURE SPRING,CASSIA CREEK,Fresh,,
3383,,,BANNOCK SPRING,CASSIA CREEK,Fresh,,
3384,,,POCKY COW CAMP CREEK,CASSIA CREEK,Fresh,,
3385,,,TOPONCE SPRING,GROUND WATER,Fresh,,
3386,,,KNOX CREEK,GROUND WATER,Fresh,,
3387,,,LONG CANYON SPRING,GROUND WATER,Fresh,,
3388,,,POTR SPRING,GROUND WATER,Fresh,,
3389,,,SPRING SINKS,GRAPE CREEK,Fresh,,
3390,,,BUTCH SPRING,GROUND WATER,Fresh,,
3391,,,DEER CANYON SPRING,GROUND WATER,Fresh,,
3392,,,DOCK BLAST POND,GROUND WATER,Fresh,,
3393,,,ETCHEVERRY POND,GROUND WATER,Fresh,,
3394,,,LOWER CHERRY CREEK ROAD SPRING,GROUND WATER,Fresh,,
3395,,,UPPER CHERRY CREEK ROAD SPRING,GROUND WATER,Fresh,,
3396,,,KINNEY CREEK SPRING,GROUND WATER,Fresh,,
3397,,,SCOUT MOUNTAIN LAKE,GROUND WATER,Fresh,,
3398,,,MAY SPRING,GROUND WATER,Fresh,,
3399,,,MUNN SPRING,GROUND WATER,Fresh,,
3400,,,SILVER SAGE SPRING,GROUND WATER,Fresh,,
3401,,,CASPERSON SPRING,GROUND WATER,Fresh,,
3402,,,SWASON SPRING,GROUND WATER,Fresh,,
3403,,,TIPPETS SPRING,GROUND WATER,Fresh,,
3404,,,WASHBASIN SPRING,CASSIA CREEK,Fresh,,
3405,,,KATSILOMERS SPRING,GROUND WATER,Fresh,,
3406,,,HORNET SPRING,GROUND WATER,Fresh,,
3407,,,MULES EAR POND,SPRINGS,Fresh,,
3408,,,ELK POINT SPRING,GROUND WATER,Fresh,,
3409,,,LITTLE POCATELLO CREEK,GROUND WATER,Fresh,,
3410,,,SHAW HOLLOW CREEK,GROUND WATER,Fresh,,
3411,,,TWO MILE CREEK,GROUND WATER,Fresh,,
3412,,,BLACKROCK CREEK,GROUND WATER,Fresh,,
3413,,,BATISTE SPRING,GROUND WATER,Fresh,,
3414,,,PORTNEUF RIVER SLOUGH,UNNAMED STREAM,Fresh,,
3415,,,JOHNNY CREEK,BEAVERDAM CREEK,Fresh,,
3416,,,GRACES SPRING,BEAVERDAM CREEK,Fresh,,
3417,,,WIREGRASS SPRINGS,JAY CREEK,Fresh,,
3418,,,SKILINE SPRINGS,JAY CREEK,Fresh,,
3419,,,MORRIS CANYON SPRING,GROUND WATER,Fresh,,
3420,,,SERVICEBERRY SPRING,GROUND WATER,Fresh,,
3421,,,CHINKS PEAK SPRING,GROUND WATER,Fresh,,
3422,,,CANYON SPRING,GROUND WATER,Fresh,,
3423,,,HATCH SPRING,GROUND WATER,Fresh,,
3424,,,GILBERT SPRING,MARSH CREEK,Fresh,,
3425,,,BYINGTON SPRING,MARSH CREEK,Fresh,,
3426,,,COLLINGS SPRING,MARSH CREEK,Fresh,,
3427,,,BRANGHAM SPRING,MARSH CREEK,Fresh,,
3428,,,BLUE CRANE CREEK,MARSH CREEK,Fresh,,
3429,,,SPIDER CREEK,MARSH CREEK,Fresh,,
3430,,,SCOUT MOUNTAIN SPRING,MARSH CREEK,Fresh,,
3431,,,UPPER NORTH PEBBLE SPRING,MARSH CREEK,Fresh,,
3432,,,LEAD DRAW SPRING NO 3,MARSH CREEK,Fresh,,
3433,,,EAST GOODENOUGH SPRING,MARSH CREEK,Fresh,,
3434,,,OLD TOM CREEK,MARSH CREEK,Fresh,,
3435,,,LEAD DRAW SPRING NO 2,GROUND WATER,Fresh,,
3436,,,LEAD DRAW SPRING NO 1,GROUND WATER,Fresh,,
3437,,,BEACH HOLLOW SPRING,GROUND WATER,Fresh,,
3438,,,BIRD GULCH SPRING,GROUND WATER,Fresh,,
3439,,,BLIND SPRING,GROUND WATER,Fresh,,
3440,,,REED CANYON SPRING,GROUND WATER,Fresh,,
3441,,,PEBBLE BASIN SPRING,GROUND WATER,Fresh,,
3442,,,VALVE HOUSE SPRING NO 1,GROUND WATER,Fresh,,
3443,,,BEEF PASTURE SPRING,GROUND WATER,Fresh,,
3444,,,JOG HANDLE SPRING,GROUND WATER,Fresh,,
3445,,,VALVE HOUSE SPRING NO 2,GROUND WATER,Fresh,,
3446,,,NORTH PEBBLE SPRING NO 1,GROUND WATER,Fresh,,
3447,,,TRAIL SPRING,GROUND WATER,Fresh,,
3448,,,CUTLER CREEK,GROUND WATER,Fresh,,
3449,,,CHATTERTON SPRING,GROUND WATER,Fresh,,
3450,,,WEST PEBBLE BASIN SPRING,GROUND WATER,Fresh,,
3451,,,LITTLE GAP CREEK,GROUND WATER,Fresh,,
3452,,,MOSES CREEK,GROUND WATER,Fresh,,
3453,,,MOSES CANYON CREEK,GROUND WATER,Fresh,,
3454,,,PRECIPICE SPRING,GROUND WATER,Fresh,,
3455,,,SOUTH CANYON SPRING,GROUND WATER,Fresh,,
3456,,,CUSICK CREEK,HOWELL CREEK,Fresh,,
3457,,,HOT SPRINGS,GROUND WATER,Fresh,,
3458,,,BLACK ROCK CREEK,GROUND WATER,Fresh,,
3459,,,NINEMILE CREEK,GROUND WATER,Fresh,,
3460,,,SWENSON SPRING,GROUND WATER,Fresh,,
3461,,,CHANDLER SPRING,GROUND WATER,Fresh,,
3462,,,RAILROAD SPRING,GROUND WATER,Fresh,,
3463,,,JOSIE SPRING,GROUND WATER,Fresh,,
3464,,,HIBNER SPRINGS,GROUND WATER,Fresh,,
3465,,,CEDAR LAKE CREEK,GROUND WATER,Fresh,,
3466,,,EAMES SPRING,GROUND WATER,Fresh,,
3467,,,WOOD GULCH SPRING,MARSH CREEK,Fresh,,
3468,,,STANGER SPRING,GROUND WATER,Fresh,,
3469,,,SHOTGUN POND,GROUND WATER,Fresh,,
3470,,,BOATMAN SPRING,GROUND WATER,Fresh,,
3471,,,ALEX DRAW SPRING,GROUND WATER,Fresh,,
3472,,,PETE CREEK SPRING,GROUND WATER,Fresh,,
3473,,,LITTLE PETE CREEK SPRING,GROUND WATER,Fresh,,
3474,,,LITTLE CREEK SPRING,GROUND WATER,Fresh,,
3475,,,WATERS FLAT SPRING,GROUND WATER,Fresh,,
3476,,,UPPER PASS CREEK SPRING,GROUND WATER,Fresh,,
3477,,,QUAKEY SPRING,GROUND WATER,Fresh,,
3478,,,COALMINE POND NO 1,GROUND WATER,Fresh,,
3479,,,COALMINE POND NO 2,GROUND WATER,Fresh,,
3480,,,JUG CREEK SPRING,GROUND WATER,Fresh,,
3481,,,UPPER EAST DRY CREEK SPRING,GROUND WATER,Fresh,,
3482,,,LONG CREEK SPRINGS,GROUND WATER,Fresh,,
3483,,,FLAT CREEK SPRING,SPRING,Fresh,,
3484,,,HEADQUARTERS SPRING,UNNAMED STREAM,Fresh,,
3485,,,PLEASANT VALLEY SPRING,GROUND WATER,Fresh,,
3486,,,SCHOOL SECTION SPRING,LOWER CURTIS SPRING,Fresh,,
3487,,,TEN PIN SPRING,GROUND WATER,Fresh,,
3488,,,RAMSHORN SPRING,SPRINGS,Fresh,,
3489,,,LEMONS SPRING,THOROUGHBRED CREEK,Fresh,,
3490,,,MEADOW CREEK SPRING,LITTLE HOUSE CREEK,Fresh,,
3491,,,MINERS CREEK SPRING,UNNAMED STREAM,Fresh,,
3492,,,PICNIC HOLLOW SPRING,SPRINGS,Fresh,,
3493,,,OPAL MINE SPRING,SPRING,Fresh,,
3494,,,MODOC BENCH SPRING,SPRINGS,Fresh,,
3495,,,CAMP CREEK SPRINGS,GROUND WATER,Fresh,,
3496,,,NORTH STODDARD SPRING,GROUND WATER,Fresh,,
3497,,,BEAR CAT SPRING,GROUND WATER,Fresh,,
3498,,,ROAD SIDE SPRING,GROUND WATER,Fresh,,
3499,,,OWENS CREEK POND,GROUND WATER,Fresh,,
3500,,,THREE HOLE DRAW POND,GROUND WATER,Fresh,,
3501,,,TIN CUP SPRING,LITTLE HOUSE CREEK,Fresh,,
3502,,,COBBLE CREEK POND,GROUND WATER,Fresh,,
3503,,,MIDDLE DRY CREEK SPRING,GROUND WATER,Fresh,,
3504,,,PARK SPRINGS,UNNAMED STREAM,Fresh,,
3505,,,THOMAS DRAW SPRING,SPRING,Fresh,,
3506,,,JENSEN SPRING,GROUND WATER,Fresh,,
3507,,,POINT SPRING,MUD CREEK,Fresh,,
3508,,,THREE MILE CREEK SPRING,GROUND WATER,Fresh,,
3509,,,ASPEN DRAW SPRING,GROUND WATER,Fresh,,
3510,,,COTTONWOOD POND NO 4,GROUND WATER,Fresh,,
3511,,,COTTONWOOD POND NO 1,SPRINGS,Fresh,,
3512,,,SWEAT SPRINGS,THREE CREEK,Fresh,,
3513,,,SALAMANDER LAKE,UNNAMED STREAMS,Fresh,,
3514,,,MULE MEADOWS SPRING,UNNAMED STREAM,Fresh,,
3515,,,WEST COTTONWOOD SPRING,JACKS CREEK,Fresh,,
3516,,,DAVIS LAKE NUMBER ONE,JACKS CREEK,Fresh,,
3517,,,DAVIS LAKE NUMBER THREE,COLUMBET CREEK,Fresh,,
3518,,,DAVIS LAKE NUMBER TWO,JACKS CREEK,Fresh,,
3519,,,FOGG BUTTE POND NO 1,JACKS CREEK,Fresh,,
3520,,,EAST DRY CREEK SPRING,JACKS CREEK,Fresh,,
3521,,,ROCK CREEK SPRINGS,JACKS CREEK,Fresh,,
3522,,,THUNDER GULCH SPRING,JACKS CREEK,Fresh,,
3523,,,SPRING CANYON SPRING,GROUND WATER,Fresh,,
3524,,,WEST CAMAS SPRING,BIG FLAT CREEK,Fresh,,
3525,,,SWAMPY DRAW SPRING,SPRINGS,Fresh,,
3526,,,SHEEP DRAW SPRING,SPRINGS,Fresh,,
3527,,,WEST MODOC SPRING,SPRINGS,Fresh,,
3528,,,STEEL CREEK SPRING,SPRINGS,Fresh,,
3529,,,STODDARD CREEK SPRING,SPRINGS,Fresh,,
3530,,,HOGGAN SPRING NO 2,SPRINGS,Fresh,,
3531,,,LAKE HOLLOW SPRINGS,JORDAN CREEK,Fresh,,
3532,,,LITTLE ROCK SPRING,UNNAMED STREAM,Fresh,,
3533,,,STEELE CREEK SPRING,UNNAMED STREAMS,Fresh,,
3534,,,BIG FLAT SPRING,UNNAMED STREAM,Fresh,,
3535,,,SALT CREEK SPRING,UNNAMED STREAM,Fresh,,
3536,,,PASS CREEK SPRING,UNNAMED STREAM,Fresh,,
3537,,,POLE POND SPRING,UNNAMED STREAMS,Fresh,,
3538,,,PALMER SPRING,JORDAN CREEK,Fresh,,
3539,,,SOUTH PASS SPRING,SPRINGS,Fresh,,
3540,,,BEAVER CREEK SPRINGS,SPRINGS,Fresh,,
3541,,,DUGWAY SPRING,SPRINGS,Fresh,,
3542,,,OWENS BUTTE SPRING,SPRING,Fresh,,
3543,,,CLAY CREEK SPRING,UNNAMED STREAM,Fresh,,
3544,,,POLE LINE SPRING,LITTLE HART CREEK,Fresh,,
3545,,,LOW BRIDGE SPRING,GROUND WATER,Fresh,,
3546,,,AQUILEGIA SPRING,SPRINGS,Fresh,,
3547,,,PATELZICK POND,SPRING,Fresh,,
3548,,,BIG FIR SPRING,SAGE CREEK,Fresh,,
3549,,,HALL SPRING,POLE CREEK,Fresh,,
3550,,,THUNDER GULCH CREEK,GROUND WATER,Fresh,,
3551,,,COWBOY SPRING,GROUND WATER,Fresh,,
3552,,,IDAHO HOLLOW CREEK,REYNOLDS CREEK,Fresh,,
3553,,,BERRY CREEK SPRING,GROUND WATER,Fresh,,
3554,,,SHAMROCK SPRING,GROUND WATER,Fresh,,
3555,,,SMELTER GULCH CREEK,GROUND WATER,Fresh,,
3556,,,EDIE CREEK SPRING,GROUND WATER,Fresh,,
3557,,,MIDDLE CREEK SPRING,GROUND WATER,Fresh,,
3558,,,MILL FORK SPRING,GROUND WATER,Fresh,,
3559,,,FRITZ CREEK SPRING,ROOST CREEK,Fresh,,
3560,,,COW TRACK SPRING,COLD SPRINGS CREEK,Fresh,,
3561,,,LITTLE DIVIDE CREEK SPRING,KING HILL CREEK,Fresh,,
3562,,,CORRAL CREEK POND,GROUND WATER,Fresh,,
3563,,,KYLE CANYON SPRING,GROUND WATER,Fresh,,
3564,,,BULL PEN SPRING,GROUND WATER,Fresh,,
3565,,,KIDD SPRING,GROUND WATER,Fresh,,
3566,,,FROG POND SPRING,GROUND WATER,Fresh,,
3567,,,TAVENNER SPRING,GROUND WATER,Fresh,,
3568,,,WRIGHT SPRING,GROUND WATER,Fresh,,
3569,,,HEART CANYON SPRING,GROUND WATER,Fresh,,
3570,,,PARTRIDGE POND,GROUND WATER,Fresh,,
3571,,,WARM CREEK POND,GROUND WATER,Fresh,,
3572,,,BIRCH POND,GROUND WATER,Fresh,,
3573,,,BLACK MOUNTAIN SPRING,GROUND WATER,Fresh,,
3574,,,FULWIDER SPRING,GROUND WATER,Fresh,,
3575,,,SNAKY SPRING,GROUND WATER,Fresh,,
3576,,,LOWER CRYSTAL SPRING,BENNETT CREEK,Fresh,,
3577,,,BOULDER SPRING,GROUND WATER,Fresh,,
3578,,,EIDLEMAN SPRING,GROUND WATER,Fresh,,
3579,,,SMELTER GULCH SPRING,GROUND WATER,Fresh,,
3580,,,WILLOW CREEK SPRING,GROUND WATER,Fresh,,
3581,,,BOX SPRING 2,GROUND WATER,Fresh,,
3582,,,MC COY SPRING,BENNETT CREEK,Fresh,,
3583,,,MAGPIE SPRINGS,GROUND WATER,Fresh,,
3584,,,KEG GULCH SPRING,GROUND WATER,Fresh,,
3585,,,SAWMILL CANYON SPRING,GROUND WATER,Fresh,,
3586,,,ROCKY CANYON SPRING,SPRINGS,Fresh,,
3587,,,SAGEBRUSH SPRING,GROUND WATER,Fresh,,
3588,,,ROCKY POND,GROUND WATER,Fresh,,
3589,,,WOODIE SPRING,GROUND WATER,Fresh,,
3590,,,SEEP SPRING,GROUND WATER,Fresh,,
3591,,,NEVADA SPRING,GROUND WATER,Fresh,,
3592,,,TWO PINE SPRING,GROUND WATER,Fresh,,
3593,,,WAGONER SPRING,GROUND WATER,Fresh,,
3594,,,MAC SPRING,GROUND WATER,Fresh,,
3595,,,ANDY HALE SPRING,GRANITE CREEK,Fresh,,
3596,,,BIGHORN CANYON SPRING,WASTE WATER,Fresh,,
3597,,,DIAMOND PEAK SPRING,GROUND WATER,Fresh,,
3598,,,PASS CREEK SPRINGS,CONFEDERATE GULCH CREEK,Fresh,,
3599,,,EIGHTMILE CANYON SPRING,UNNAMED STREAMS,Fresh,,
3600,,,PASS CREEK POND NO 1,GROUND WATER,Fresh,,
3601,,,PASS CREEK POND NO 3,GROUND WATER,Fresh,,
3602,,,PASS CREEK POND NO 2,GROUND WATER,Fresh,,
3603,,,ROSS SPRING,GROUND WATER,Fresh,,
3604,,,CHEE SPRING,GROUND WATER,Fresh,,
3605,,,HORIZONTAL SPRING,SPRINGS,Fresh,,
3606,,,DEAD ELK SPRING,GROUND WATER,Fresh,,
3607,,,STELZER SPRING,GROUND WATER,Fresh,,
3608,,,SMALL SPRING,GROUND WATER,Fresh,,
3609,,,ROBERTSON GULCH SPRING,GROUND WATER,Fresh,,
3610,,,INDIAN CREEK POND,GROUND WATER,Fresh,,
3611,,,SLATE BASIN SPRING,GROUND WATER,Fresh,,
3612,,,HORSE SPRING,GROUND WATER,Fresh,,
3613,,,ANDY HALE POND,BOISE RIVER,Fresh,,
3614,,,LAKE CREEK POND NO 2,GROUND WATER,Fresh,,
3615,,,DEEP CREEK SPRING,GROUND WATER,Fresh,,
3616,,,COAL KILN SPRING,GROUND WATER,Fresh,,
3617,,,GROUSE SPRINGS CREEK,GROUND WATER,Fresh,,
3618,,,ROCKY SPRING,GROUND WATER,Fresh,,
3619,,,BLUE CANYON SPRING,GROUND WATER,Fresh,,
3620,,,SCOTT CANYON SPRING,GROUND WATER,Fresh,,
3621,,,SOUTH BEAR WALLOW CANYON CREEK,GROUND WATER,Fresh,,
3622,,,KITTY SPRING,GROUND WATER,Fresh,,
3623,,,LIMESTONE GULCH SPRING,GROUND WATER,Fresh,,
3624,,,LAKE CREEK POND,GROUND WATER,Fresh,,
3625,,,COLE CANYON SPRING,GROUND WATER,Fresh,,
3626,,,PORKY SPRING,GROUND WATER,Fresh,,
3627,,,DUGAN FLAT SPRING,GROUND WATER,Fresh,,
3628,,,UPPER COLE CANYON SPRING,GROUND WATER,Fresh,,
3629,,,SWAUGER LAKES,GROUND WATER,Fresh,,
3630,,,COAL CREEK SPRING,GROUND WATER,Fresh,,
3631,,,MOFFETT SPRINGS,GROUND WATER,Fresh,,
3632,,,SQUAW SPRINGS,GROUND WATER,Fresh,,
3633,,,COYOTE SPRING,GROUND WATER,Fresh,,
3634,,,IRON SPRING,GROUND WATER,Fresh,,
3635,,,SUMMIT SPRING,GROUND WATER,Fresh,,
3636,,,BARNEY HOT SPRINGS,GROUND WATER,Fresh,,
3637,,,COAL CREEK,RUSH CREEK,Fresh,,
3638,,,BRADSHAW SPRING,FALL CREEK,Fresh,,
3639,,,LOWER PASS CREEK,GROUND WATER,Fresh,,
